variant,eval,ccc_mean,ccc_std,mae_mean,scrambled_ccc,canary_ccc,wall_s,error
iter6_repro,5split,0.3826666666666667,0.042251416807276676,0.5390333333333334,-0.1185768637697016,0.34061239353828326,23.2,
iter6_cumulative_ordinal,5split,0.26613333333333333,0.026148974910861968,0.5834333333333334,-0.02172135161487706,0.33974182386803187,31.4,
iter6_cumulative_ordinal_lgb,5split,0.3218,0.053465752278132835,0.5771,-0.13963949232921766,0.25559141466012913,40.1,
iter6_cumulative_ordinal_blend,5split,0.3717,0.05173090630045704,0.5492,-0.13995771314295424,0.31423438581164304,61.5,
