item,variant,eval,ccc_mean,ccc_std,mae_mean,scrambled_label_ccc,canary_feature_ccc
9,bagged_cccv2_itemonly,5split,0.14746666666666666,0.05041880160768953,0.4211666666666667,0.0518486867802409,0.14725198269788045
11,bagged_cccv2_itemonly,5split,0.3123666666666667,0.04160371244118593,0.3766333333333334,0.049411909629963884,0.36595000000517736
