item,variant,eval,ccc_mean,ccc_std,mae_mean,scrambled_label_ccc,canary_feature_ccc,sid_shuffle_cache_ccc,error
9,interactions_only,loocv,0.30616666666666664,0.025853733880342226,0.35840000000000005,,,,
9,v2_plus_self_norm_k200,loocv,0.27906666666666663,0.02144890569599194,0.3495,,,,
