item,variant,eval,ccc_mean,ccc_std,mae_mean,scrambled_label_ccc,canary_feature_ccc,sid_shuffle_cache_ccc,error
11,v2_plus_interactions_plus_self_norm,loocv,0.19516666666666668,0.005543965688526185,0.38453333333333334,,,,
12,v2_plus_self_norm,loocv,0.6831999999999999,0.008193900170248604,0.45303333333333334,,,,
11,v2_plus_self_norm,loocv,0.07296666666666667,0.020195103917093924,0.41986666666666667,,,,
12,v2_plus_interactions_plus_self_norm,loocv,0.6968333333333333,0.007613292469242345,0.4384333333333333,,,,
18,v2_plus_interactions_plus_self_norm,loocv,0.48866666666666664,0.020904598111951875,0.8777333333333334,,,,
18,v2_plus_self_norm,loocv,0.4945666666666666,0.021402543981706688,0.8754666666666666,,,,
13,v2_plus_self_norm,loocv,0.2651,0.02635501217352531,0.5629,,,,
13,v2_plus_interactions_plus_self_norm,loocv,0.2594,0.007767024312223226,0.5672333333333334,,,,
