item,variant,eval,ccc_mean,ccc_std,mae_mean,scrambled_label_ccc,canary_feature_ccc,sid_shuffle_cache_ccc,error
12,v2_plus_self_norm,5split,0.6094,0.02610984488655573,0.5014000000000001,-0.13444966638601435,0.5782241945572829,0.5555932281251432,
12,v2_plus_interactions_plus_self_norm,5split,0.6058,0.03871408012596968,0.5075999999999999,-0.14740466068614477,0.5657500193871713,0.5445113515849844,
