item,variant,eval,ccc_mean,ccc_std,mae_mean,scrambled_label_ccc,canary_feature_ccc,sid_shuffle_selfnorm_ccc,error
11,self_norm_hy_residual_item,5split,0.1973666666666667,0.050916554828027746,0.4187666666666667,-0.10711513430108845,0.18495257368493992,0.12438280833421289,
9,self_norm_hy_residual_item,5split,0.29750000000000004,0.02413393185261504,0.3768,0.010252309538165078,0.3132621780887527,0.3347376279483246,
14,self_norm_hy_residual_item,5split,0.2665,0.06733830014684561,0.5921,-0.023647750748677795,0.1791660956262666,0.17222937107197123,
18,self_norm_hy_residual_item,5split,0.4486666666666667,0.0758197130625597,0.9485333333333333,-0.20355169632847087,0.3450741524711561,0.28586276786793224,
9,self_norm_hy_residual_cccv2_item,5split,0.29506666666666664,0.08782605282918933,0.36000000000000004,-0.007940948969322193,0.28817205029436177,0.27485094565592316,
11,self_norm_hy_residual_cccv2_item,5split,0.13216666666666665,0.10992167918820908,0.42943333333333333,-0.0931273231360042,0.1691896409045068,0.034532215365688276,
14,self_norm_hy_residual_cccv2_item,5split,0.20456666666666665,0.08021244015460167,0.6334666666666666,-0.08390641918087925,0.12934413018595567,0.13179945542727536,
18,self_norm_hy_residual_cccv2_item,5split,0.46349999999999997,0.07186742423843132,0.9467666666666666,-0.10593575029261729,0.38704408848552074,0.3588456830518324,
11,self_norm_hurdle_fog,5split,0.164,0.1098563607625885,0.3079,-0.10150051470856765,0.3189858879655003,-0.04858230312305136,
