item,variant,eval,ccc_mean,ccc_std,mae_mean,scrambled_label_ccc,canary_feature_ccc,sid_shuffle_cache_ccc,error
9,v2_plus_self_norm_k200,5split,0.2353333333333333,0.07168083580861918,0.3677333333333333,,,,
9,self_norm_only,5split,0.1816333333333333,0.013116994913300666,0.3719333333333333,,,,
9,interactions_only,5split,0.2601333333333333,0.029888050380638003,0.3728,,,,
10,v2_plus_self_norm_k200,5split,0.48636666666666667,0.051358175806995164,0.5196999999999999,,,,
10,interactions_only,5split,0.18543333333333334,0.044178300354611004,0.6312666666666668,,,,
10,self_norm_only,5split,0.5061333333333333,0.04293827611299218,0.4993666666666667,,,,
14,v2_plus_self_norm_k200,5split,0.27509999999999996,0.04654832614247977,0.6251,,,,
14,self_norm_only,5split,0.28596666666666665,0.03832791266021265,0.5766,,,,
14,interactions_only,5split,0.21106666666666665,0.028392761205787806,0.6076,,,,
